Sample in Buffer,Sample in Window,TRIGGER,dbg_pfwd_wr[15:0],dbg_pfwd_drop[15:0],dbg_stack_txen,dbg_gmii_rx_dv,dbg_gmii_rxd[7:0],dbg_arp_rx_done,dbg_arp_rx_type,dbg_udp_rec_done,dbg_icmp_rec_done,dbg_rec_byte_num[15:0],dbg_udp_src_port[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1953,1953,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1954,1954,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1955,1955,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1956,1956,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1957,1957,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1958,1958,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1959,1959,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1960,1960,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1961,1961,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1962,1962,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1963,1963,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1964,1964,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1965,1965,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1966,1966,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1967,1967,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1968,1968,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1969,1969,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1970,1970,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1971,1971,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1972,1972,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1973,1973,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1974,1974,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1975,1975,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1976,1976,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1977,1977,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1978,1978,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1979,1979,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1980,1980,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1981,1981,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1982,1982,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1983,1983,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1984,1984,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1985,1985,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1986,1986,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1987,1987,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1988,1988,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1989,1989,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1990,1990,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1991,1991,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1992,1992,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1993,1993,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1994,1994,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1995,1995,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1996,1996,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1997,1997,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1998,1998,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1999,1999,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2000,2000,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2001,2001,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2002,2002,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2003,2003,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2004,2004,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2005,2005,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2006,2006,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2007,2007,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2008,2008,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2009,2009,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2010,2010,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2011,2011,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2012,2012,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2013,2013,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2014,2014,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2015,2015,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2016,2016,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2017,2017,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2018,2018,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2019,2019,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2020,2020,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2021,2021,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2022,2022,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2023,2023,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2024,2024,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2025,2025,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2026,2026,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2027,2027,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2028,2028,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2029,2029,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2030,2030,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2031,2031,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2032,2032,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2033,2033,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2034,2034,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2035,2035,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2036,2036,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2037,2037,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2038,2038,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2039,2039,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2040,2040,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2041,2041,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2042,2042,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2043,2043,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2044,2044,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2045,2045,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2046,2046,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
2047,2047,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
